Progress,UserLanguage,Collection,LE3.199,LE3.200,LE3.201,LE5.012,LE5.013,LE5.014,LE5.015,LE5.016,LE5.017,LE5.018,LE5.019,LE5.020,LE5.021,LE5.022,LE5.023,LE5.024,LE5.025,LE5.026,LE5.027,LE5.028,LE5.029,LE5.030,LE5.031
4,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
29,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
73,RU,Pilot,Agree,Disagree,Disagree,All the genes in DNA, GCTA, 1 copy,99.9%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,20000,One gene,Points of genetic variation,100% identical,Is removed when passed from parent to offspring,No,CERN,No,False,False,There is an approximately 30% chance that someone will pass insomnia onto their children
20,EN,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,Pilot,Strongly agree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, 2 copies,75%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,No,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,Pilot,Neither agree nor disagree,Agree,Strongly agree,All the genes in DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A change in gene expression,3 billion,Many genes,Points of genetic variation,Entirely different,Does not lead to the production of proteins,No,CRISPR,Yes,False,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,Pilot,Strongly agree,Strongly agree,Agree,All the genes in DNA, GCTA, 23 copies, 50%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A change in gene expression,20000,One gene,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CRISPR,No,True,False,There is an approximately 30% chance that someone will pass insomnia onto their children
63,RU,Pilot, , , ,All the genes in DNA, GCTA, 1 copy, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,20000,One gene,Points of genetic variation,More than 90% the same,Does not lead to the production of proteins,No,PCR,No,True,False,There is an approximately 30% chance that someone will pass insomnia onto their children
50,ES-ES,Pilot,Agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
21,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
4,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
25,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
7,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
4,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
4,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
73,RU,Pilot,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, 1 copy, 50%,To repair damage to a cell,75%,One gene,23 pairs,A change of the genetic code itself,1 million,One gene,Points of genetic variation,100% identical,Is removed when passed from parent to offspring,Yes,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
24,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
38,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
22,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
29,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
4,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
64,RU,Pilot,Agree,Agree,Agree,All the genes in DNA, GCTA, 2 copies,75%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A process by which human beings can consciously change their DNA,3 billion,One gene,Points of genetic variation,More than 90% the same,Does not lead to the production of proteins,Yes,CERN,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
4,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
46,RU,Pilot,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree, , , , , , , , , , , , , , , , , , , , 
25,EN,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, 23 copies, 50%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Points of genetic variation,About 50% the same,Does not lead to the production of proteins,Yes,CRISPR,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Pilot,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 2 copies,99.9%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change of the genetic code itself,3 billion,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CERN,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Pilot,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A change in gene expression,20000,Many genes,Points of genetic variation,More than 90% the same,Is not composed of nucleotides,Yes,ERP,No,True,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, 1 copy, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,1 million,One gene,Points of genetic variation,100% identical,Does not lead to the production of proteins,No,ERP,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Pilot,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,EN,Pilot,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,3 billion,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,PCR,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Pilot,Agree,Agree,Agree,All the genes in DNA, GCTA, 1 copy, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,3 billion,Many genes,Building blocks of the DNA,100% identical,Is not composed of nucleotides,No,ERP,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Pilot,Agree,Strongly agree,Agree,All the genes in DNA, GCTA, 23 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CERN,No,False,False,If someone has insomnia this is approximately 30% due to their genes
100,EN,Pilot,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 1 copy,99.9%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,EN,Pilot,Neither agree nor disagree,Disagree,Agree,The entire sequence of an individual's DNA, GCTA, 2 copies, 50%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A process by which human beings can consciously change their DNA,20000,One gene,Proteins found in the brain,100% identical,Does not lead to the production of proteins,Yes,CERN,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
73,EN,Pilot,Strongly disagree,Strongly disagree,Strongly disagree,The entire sequence of an individual's DNA, GCTA, 23 copies, 50%,Storing information for protein synthesis,Less 50%,One gene,23 pairs,A change in gene expression,3 billion,One gene,Points of genetic variation,Entirely different,Does not lead to the production of proteins,Yes,ERP,Yes,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
64,EN,Pilot,Neither agree nor disagree,Agree,Agree,All the genes in DNA, , 2 copies,75%,Storing information for protein synthesis,Less 50%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Building blocks of the DNA,About 50% the same,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
4,EN,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
63,EN,Pilot,Strongly disagree, , ,The entire sequence of an individual's DNA, HTPR, 2 copies, 50%,To provide energy to the cell,75%,One gene,23 pairs,A change of the genetic code itself,1 million,One gene,Proteins found in the brain,More than 90% the same,Is removed when passed from parent to offspring,No,CRISPR,Yes,True,True,Approximately 30% of people will experience insomnia at some point in their lives
67,EN,Pilot,Neither agree nor disagree,Agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 2 copies, .01%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,20000,Many genes,Building blocks of the DNA,100% identical,Does not lead to the production of proteins,No,ERP,No,False,True,If someone has insomnia this is approximately 30% due to their genes
100,ES-ES,Pilot,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 1 copy,75%,Storing information for protein synthesis,75%,One gene,27 pairs,A change in gene expression,2000,One gene,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
25,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
64,ES-ES,Pilot,Strongly agree,Agree,Neither agree nor disagree,All the genes in DNA, , 23 copies, .01%,To repair damage to a cell,More than 99%,One gene,23 pairs,A change of the genetic code itself,20000,One gene,Points of genetic variation,100% identical,Is not composed of nucleotides,Yes,CRISPR,No,False,True,There is an approximately 30% chance that someone will pass insomnia onto their children
29,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
50,ES-ES,Pilot,Strongly agree,Strongly agree,Strongly agree, , , , , , , , , , , , , , , , , , , , 
25,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
64,ES-ES,Pilot,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 2 copies, .01%,Storing information for protein synthesis,75%,Many genes,23 pairs,A change in gene expression,1 million, ,Points of genetic variation,100% identical,Does not lead to the production of proteins,Yes,PCR,No, , ,There is an approximately 30% chance that someone will pass insomnia onto their children
4,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
21,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
3,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
73,ES-ES,Pilot,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 2 copies,99.9%,Storing information for protein synthesis,90%,Many genes,23 pairs,A change in gene expression,3 billion,Many genes,Points of genetic variation,More than 90% the same,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
25,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
62,ES-ES,Pilot,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, 2 copies, 50%,To repair damage to a cell,Less 50%,Many genes,23 pairs,A change in gene expression,3 billion,Many genes,Points of genetic variation,100% identical,Is not composed of nucleotides,Yes,CRISPR,No,False,False,Genetic influences account for approximately 30% of the differences between people in insomnia
4,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
4,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
25,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
4,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
73,ES-ES,Pilot,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, 2 copies,99.9%,Storing information for protein synthesis,90%,One gene,23 pairs,A change in gene expression,3 billion,One gene,Points of genetic variation,100% identical,Is removed when passed from parent to offspring,Yes,CRISPR,No,True,False,There is an approximately 30% chance that someone will pass insomnia onto their children
73,ES-ES,Pilot,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, 2 copies,99.9%,Storing information for protein synthesis,More than 99%,Many genes,23 pairs,A change in gene expression,20000,One gene,Building blocks of the DNA,100% identical,Does not lead to the production of proteins,Yes,CRISPR,No,True,True,There is an approximately 30% chance that someone will pass insomnia onto their children
20,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
38,ES-ES,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
32,RU,Pilot, , , , , , , , , , , , , , , , , , , , , , , 
100,ES-ES,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Disagree,Disagree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Gene expression,LFWE, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
100,ES-ES,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%, , , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GHPO, , , ,75%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Neither agree nor disagree,Strongly agree,The entire sequence of an individual's DNA, , , , ,Less 50%,One gene, , , , , , , , , , , , , 
100,ES-ES,General Collection,Strongly agree,Neither agree nor disagree,Agree,The entire sequence of an individual's DNA, , , , ,More than 99%, , , , , , , , , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly disagree,Strongly disagree,Agree,The entire sequence of an individual's DNA, , , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, , , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, HTPR, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,One gene, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Neither agree nor disagree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Disagree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA,LFWE, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Neither agree nor disagree,All the genes in DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Agree,Strongly agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, , , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , , ,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Neither agree nor disagree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Neither agree nor disagree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA,LFWE, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection, , , ,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,More than 90% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,About 50% the same, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Strongly agree, , ,All the genes in DNA, , , , , ,Many genes, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Neither agree nor disagree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly disagree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,Gene expression, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,100% identical, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Neither agree nor disagree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GHPO, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,ES-ES,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,ES-ES,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,ES-ES,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,ES-ES,General Collection,Strongly disagree,Strongly agree, ,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Neither agree nor disagree,Neither agree nor disagree,The entire sequence of an individual's DNA, , , , ,75%, , , , , , ,More than 90% the same, , , , , , ,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, , , , ,Less 50%,One gene, , , , , ,100% identical, , , , , , ,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly disagree,Neither agree nor disagree,Agree,The entire sequence of an individual's DNA, , , , ,75%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
37,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,ES-ES,General Collection,Strongly agree,Strongly disagree,Strongly agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
38,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
41,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
29,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
83,ES-ES,General Collection,Agree,Agree,Strongly agree,The entire sequence of an individual's DNA, HTPR, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Neither agree nor disagree,Agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
